	sentiment	review
3900	3	Our Services may collect information through a variety of technical methods, including but not necessarily limited to cookies. Cookies are pieces of information that a website sends to your computer while you are viewing the website. Web beacons are small pieces of data that are embedded in images on the pages of website. Cookies, web beacons and other technical methods may involve the transmission of information either directly to us or to another party authorized by us to collect information on our behalf.
3901	0	WE USE DATA COLLECTION TOOLS TO OFFER YOU A BETTER EXPERIENCE WITH OUR SERVICES AND APPLICATIONS, PERSONALIZE CONTENT, TO ALLOW US AND OUR PARTNERS TO PROVIDE YOU WITH TARGTED ADVERTISEMENTS AND TO COLLECT ANONYMOUS STATISTICAL INFORMATION TO ENHANCE THE FUNCTIONALITY AND PERFORMANCE OF OUR SERVICES AND APPLICATIONS. BY DOWNLOADING THE APPLICATIONS AND/OR USING THE SERVICES, YOU CONSENT TO OUR USE OF DATA COLLECTION TOOLS.
3902	1	Among the types of Personal Data that this Application collects, by itself or through third parties, there are: Cookies, Usage Data, unique device identifiers for advertising (Google Advertiser ID or IDFA, for example), email address, password and social media accounts .
3903	4	Green Panda Games does not share your personal information except as approved by you or as described herein. We may share information we collect or derive with third parties for the following purposes: ; ● With service providers that perform services on our behalf, including the ones referenced above under “Third Party Services”; ; ● With our affiliates; ; ● For analytics and research purposes; ; ● In response to subpoenas, court orders, or other legal processes; ; ● To protect our or a third party’s legal rights, investigate fraud, or to defend against a legal claim; ; ● As part of a business transfer such as a merger, acquisition, or at bankruptcy ; ● We may share aggregate or anonymous information about you with advertisers, publishers, business partners, sponsors, and other third parties; ; ● We may use analytics services provided by third parties, including Google Analytics ,Facebook Analytics, GameAnalytics, Amplitude. These service providers may use cookies to collect information about your online activities across this and other sites over time for non-advertising purposes.
3904	3	Google Analytics places the following cookies: ; _ga, _gat, _gid
3905	10	Unless stated specifically to the contrary on the applicable Ubisoft Service, Ubisoft’s Services are intended for a general audience. Ubisoft encourages parents and guardians to spend time online with their children. We urge parents to instruct their children to never give out their real names, addresses or phone numbers, without permission, when using the Internet. We recognize a special obligation to protect personal information obtained from young children. Therefore, in order for children under 12 years old to register on any Service, we require that the child provides the email address, or other contact information, of a parent or guardian who will be contacted by Ubisoft in order to inform, confirm, modify or refuse his or her child’s registration. Ubisoft reserves the right to request written proof of the parent or guardian’s authorization at any time. Until the parent or guardian answered to Ubisoft’s email pursuant to Ubisoft’s instructions, the child’s use of the Services will be limited.
3906	1	If you use a mobile device, we collect data identifying your device and the mobile’s settings and features (ID for advertisements and device’s unique token).
3907	4	We may feature advertising within our Service.  The advertisers may collect and use information about you, such as your Service session activity, device identifier, Advertiser ID or IDFA, IMEI, geo-location information and IP address.  They may use this information to provide advertisements of interest to you.
3908	4	This does not mean that all Personal Data are used for this purpose. Information and conditions of use are shown below.
3909	8	We will retain User Provided data for as long as you use the Application and for a reasonable time thereafter. We will retain Automatically Collected information for up to 24 months and thereafter may store it in aggregate. If you’d like us to delete User Provided Data that you have provided via the Application, please contact us at support@gamebeartech.comand we will respond in a reasonable time. Please note that some or all of the User Provided Data may be required in order for the Application to function properly.
3910	6	You have the right to obtain from us the rectification of inaccurate Data concerning you. In case the Data processed by us is not correct, we will rectify these without undue delay and inform you of this rectification.
3911	11	"We will let you know via email and/or a prominent notice on our Service, prior to the change becoming effective and update the ""effective date"" at the top of this Privacy Policy."
3912	2	For Canva users in the the European Economic Area (EEA) Canva processes your information in accordance with European laws and regulations such as the General Data Protection Regulation (GDPR). The GDPR governs how Canva may process your information, and the rights that EEA users have in relation to it. This means that Canva will collect and use your information only where: ; We need it to provide you the Service and fulfil our obligations to you under our Terms of Service. This includes providing you with access to the information that you create in your designs. ; It it justified because of a legitimate interest such as for research and development or marketing the Service (but only where our legitimate interest isnﾡﾯt overridden by your interest in protecting your data). ; You consent to us using your information in a certain way. ; It is necessary for compliance with our legal obligations. ; If you have consented to our use of your information you may withdraw that consent at any time. Depending on the situation you can either withdraw your consent by emailing community@canva.com, or through your account settings page. Where we are using your information because of a legitimate interest to do so, you have the right to object to that use. However, if you do so it may mean that it is not possible for you to continue using the Services.
3913	11	We may make changes to this Privacy Policy. The “Last Updated” date at the top of this page indicates when this Privacy Policy was last revised. If we make material changes, we may notify you through the Services or by sending you an email or other communication. We encourage you to read this Privacy Policy periodically to stay up-to- date about our privacy practices. Your use of the Services following these changes means that you accept the revised Privacy Policy.
3914	7	In order to help ensure a secure and safe player experience, we are continuously developing and implementing administrative, technical and physical security measures to protect your data from unauthorized access or against loss, misuse or alteration.
3915	12	If you have any questions about privacy and our data policies, please contact our @GDPRbot. Use the /access command to learn how to get a copy of your Telegram data and use the /contact command to leave a request, which we will answer at the earliest opportunity.
3916	7	Canva cares about the security of your information, and uses appropriate safeguards to preserve the integrity and security of all information collected through the Service. To protect your privacy and security, we take reasonable steps (such as requesting a unique password) to verify your identity before granting you access to your account. You are responsible for maintaining the secrecy of your unique password and account information, and for controlling access to your email communications from Canva, at all times. However, Canva cannot ensure or warrant the security of any information you transmit to Canva or guarantee that information on the Service may not be accessed, disclosed, altered, or destroyed. Your privacy settings may also be affected by changes to the functionality of third party sites and services that you add to the Canva Service, such as social networks. Canva is not responsible for the functionality or security measures of any third party.
3917	7	Please note also that for the above, Xiaomi may use overseas facilities operated and controlled by Xiaomi to process or back up your personal data. Currently, Xiaomi has data centres in Beijing and Singapore. As a result, we may transfer to and store your personal data at our overseas facilities. However, this does not change any of our commitments to safeguard your personal data in accordance with this Privacy Policy.
3918	6	If we have asked for your consent to our processing of your data, you have the right to withdraw your consent at any time, see Article 7 of the GDPR.
3919	4	Our Services may contain links to other websites, products, or services that we do not own or operate.  We are not responsible or liable for the privacy practices of these third parties. Please be aware that this Privacy Policy does not apply to your activities on these third party services or any information you disclose to these third parties. We encourage you to read their privacy policies before providing any information to them.
3920	9	NOVA GEIMS, OOO is headquartered in Russia, and we may have operations, entities and Services provided throughout the world. We have taken measures to ensure that your personal information is treated securely and lawfully, and that it receives an adequate level of protection in the jurisdictions in which we process it. If you are located in the European Economic Area (“EEA”) or Switzerland, we provide adequate protection for the transfer of personal information to countries outside of the EEA or Switzerland based on the standard contractual clauses authorised by the European Commission or other appropriate safeguards defined in Article 46, EU General Data Protection Regulation 2016/67 (GDPR).
3921	4	We may disclose your information on a confidential basis to nonaffiliated service providers we engage to perform services for Hongarden Limited in connection with the Site and our provision of the Services. Information will be shared with such service providers only to the extent reasonably necessary for them to perform such services.
3922	6	Users in the EU have the right to object to Uber's processing of personal data, including for marketing purposes based on profiling and/or automated decision making. Uber may continue to process your information notwithstanding the objection to the extent permitted under GDPR.
3923	4	Our third-party ad tracking and analytics company never sends emails, notifications, or other communications to Our end users. Your choice to opt out of ad tracking and analytics services does not limit Our ability to email You or collect other information from You for other vendors, subject to the terms of this Privacy Policy.
3924	4	4.4. An advertiser or maker of recommendations may also choose to upload a list of identifiers (e.g., emails, phone numbers) to our systems so that we (but not the adviser or maker of recommendations) can check for user matches. They will see the number of matches but not the matches themselves.
3925	2	  Personally identifiable information is used internally by Camel Games to deliver, develop and improve products, content and services, to which users have subscribed, and to answer users' requests. In addition, Camel Games may allow third parties performing services under contract with Camel Games, such as order or payment processors or merchandise warehouse and fulfillment services, located in and outside the European Union, to access and use personally identifiable information, but only to the extent necessary to provide those services.
3926	4	We may also share information with others in an aggregated and anonymous form that does not reasonably identify you directly as an individual.
3927	4	We may share certain information such as cookie data with third-party advertising partners. This information would allow third-party ad networks to, among other things. We may remove parts of data that can identify you and share anonymized data with other parties. We may also combine your information with other information in a way that it is no longer associated with you and share that aggregated information.
3928	4	We share data about your activity with Health App applications installed on your device, provided you gave express permission on your device. Before you decide to share your data with the Health App, we encourage you to review their privacy policy, as your data will be subject to those policies. For more information on the Apple HealthKit, please see http://www.apple.com/ios/health/, and on the Google Fit, please see https://www.google.com/fit/.
3929	3	These cookies are stored for a maximum of 14 months.
3930	4	We may share your personal information with third parties in the following circumstances:
3931	8	We retain the information we collect as described in this Privacy Policy for as necessary for the provision of the Services, internal analytical purposes, or to comply with its legal obligations, resolve disputes and enforce agreements (e.g. settlement). The criteria used to determine the retention periods include: (i) how long the personal data is needed to provide the Services and operate the business; (ii) the type of personal data collected; and (iii) whether we are subject to a legal, contractual or similar obligation to retain the data (e.g., mandatory data retention laws, government orders to preserve data relevant to an investigation, or data that must be retained for the purposes of litigation or disputes).
3932	1	From time to time, we may receive personal information about you from third party sources, but only where we have checked that these third parties either have your consent or are otherwise legally permitted or required to disclose your personal information to us.
3933	0	This Document states the privacy policies for our applications with respect to the collection, use, and disclosure of personal and non-personal information.
3934	0	BY INSTALLING, USING, REGISTERING TO OR OTHERWISE ACCESSING THE SERVICES, YOU ARE ACCEPTING THE PRACTICES DESCRIBED IN THIS PRIVACY POLICY. If you do not agree to this Privacy Policy, please do not install, use, register to or otherwise access the Services.
3935	11	You are advised to review this Privacy Policy periodically for any changes. Changes to this Privacy Policy are effective when they are posted on this page.
3936	4	When you choose to login to a third party website / services with UC Account, you agree to share your UC Account information with the third party, including but not limited to your user name, your name, your alias, your profile picture and your contact information. Such third party websites / services are not controlled by us. When you visit such website or services you do so at your own risk. These website or services may have their own privacy policies in place, which we recommend you review. We do not assume any responsibility or liability for such website or services, the content of such website or services and their privacy practices, nor do we endorse them. We encourage you to familiarize yourself with the privacy statements provided by such website or services prior to providing them with information about you or entering into any transactions on them.
3937	4	We may share non-personal publicly and with our partners – like publishers, advertisers or connected sites. For example, we may share information publicly to show trends about the general use of our services.
3938	7	Notwithstanding the foregoing security measures, please also understand that there are no “perfect security measures” for the internet. We rely on currently available technologies and take appropriate security measures to protect your information.
3939	1	c – Information we obtain from our partners ; Information that we receive if you decide to connect to a third-party social network (such as Facebook or Game Center) ; Information from billing partners (if you subscribe to some games or make an in-game purchase) ; Information for advertising and analytics purposes, so we can provide you with better Services
3940	10	Our Services are not designed for persons under 18. We do not knowingly collect information from persons under 18, including children under 13 in particular. If we discover that a child under 13 has provided us with personal information, we will delete such information from our systems.
3941	11	10.1. From time to time, we may change and/or update this Privacy Policy. If this Privacy Policy changes in any way, we will post an updated version on this page. We will store the previous versions of this Privacy Policy in our documentation achieve. We recommend you regularly review this page to ensure that you are always aware of our information practices and any changes to such
3942	0	This Privacy Policy describes NHN’s collection and use of your personal information submitted and collected through the Services. The term “Personal Information” as used in this Privacy Policy includes any individually identifiable information about the user, including but not limited to name, address, telephone number, e-mail address or any other identifier of a user, and information concerning that user collected and/or maintained in personally identifiable form.
3943	8	We store your Data as long as you are a registered user of the Services. Where we retain information for Service improvement and development during your membership, we take steps to eliminate information that directly identifies you and we only use the information to uncover collective insights about the use of our Services, not to specifically analyze personal details about you.
3944	2	In carrying out these purposes, we combine data we collect from different contexts (for example, from your use of two Microsoft products) or obtain from third parties to give you a more seamless, consistent, and personalized experience, to make informed business decisions, and for other legitimate purposes.
3945	4	Some embeds may ask you for personal information, such as submitting your email address, through a form linked to from a Medium post. We do our best to keep bad actors off of Medium. However, if you choose to submit your information to a third party this way, we don’t know what they may do with it. As explained above, their actions are not covered by this Privacy Policy. So, please be careful when you see embedded forms on Medium asking for your email address or any other personal information. Make sure you understand who you are submitting your information to and what they say they plan to do with it. We suggest that you do not submit your email address or other personal information to any third-party through an embedded form.
3946	6	If you have previously consented to any direct marketing communication from us or subscribed to our newsletters, you can unsubscribe by clicking on a link available in each communication and newsletter we send you.
3947	1	You can enable or disable location services when you use our Service at any time, through your device settings.
3948	11	Privacy policy
3949	1	We will collect personal information from you (like email address and birthday) when you create an account. You also provide the following information: ; Your Messages. We will store the contents of your posts, messages, both sent and received, and any files (such as photos) attached to those messages so that you may access them at any time from any authenticated device. ; Note regarding children. We do not knowingly collect personal information from children. If we learn that we have collected personal information of a child under 13, we will take steps to delete such information from our files as soon as possible. ; Note regarding international users. Your information will be transferred to and maintained on computers located in the United States (or any other country where we operate) and processed there. By providing us with your information, you are accepting and agreeing to that transfer.
3950	1	"(4) Support Related Information. If you communicate with Us via our support section or via email, we may also collect your email address, name and any information voluntarily submitted by you in connection with such support (for example, your name, company name, and particular support query or request). Such information will only be used to provide you with support services and will not be connected with any other information collected from you on or through the Software & Services, including, any individual User ID (as defined below) generated or collected by us. When you Use the Software & Services, We automatically generate an anonymous internal user ID (which does not personally identify you), which is assigned to your use of the Software & Services (the ""User ID"") and may be combined with any of the above information."
3951	9	BetterMe does business globally. We may transfer personal data to countries other than the country in which the data was originally collected in order to provide the Service set forth in the Terms and Conditions of Use and for purposes indicated in this Privacy Policy. If these countries do not have the same data protection laws as the country in which you initially provided the information, we deploy special safeguards.
3952	10	Our Services are intended for general audiences, and are not intended for anyone under 13, anyone under 16 in the European Economic Area or anyone under the minimum age to use the Services in the jurisdiction where they reside (“Minimum Age“). Persons under the Minimum age are prohibited from using our Services and we do not knowingly collect information from such individuals. If we become aware that a child under the Minimum Age has provided us with their information, we take steps to remove such information and terminate the child’s account, unless proper parental consent is delivered to Amanotes.
3953	0	AdMob
3954	10	Parents of users under the age of 13: If you wish to exercise the rights referred in 5.1 with regard to your child, please send an email containing this information to: cookjameel@gmail.com, along with a copy of your passport (to prevent misuse of requests for information). After the verification of your identity, the copy of your passport will be deleted.
3955	4	As we develop our business, we may buy or sell assets or business offerings. Customers’ information is generally one of the transferred business assets in these types of transactions. We may also share such information with any affiliated entity (e.g. parent company or subsidiary) and may transfer such information in the course of a corporate transaction, such as the sale of our business, a divestiture, merger, consolidation, or asset sale, or in the unlikely event of bankruptcy.
3956	1	For more information about A Thinking Ape, please see our Website at athinkingape.com.
3957	8	"User name: If you need to use ""ICBC Mobile Banking"" services, when you select to remember user name, we will keep your user name, and will delete corresponding information within a time limit required by laws and regulations after you cancel the services."
3958	1	Trials of Heroes may use collected personal data for purposes of analyzing usage of the Services, providing customer and technical support, managing and providing Services (including managing advertisement serving) and to further develop the Services and other Trials of Heroes services and products. Trials of Heroes may combine non-personal data with personal data.
3959	6	The right to withdraw consent. You also have the right to withdraw your consent at any time where Aeria Canada Studio Inc. relied on your consent to process your personal information.
3960	5	Remember that any exchange of information you make through our Services, in particular by sending private messages or through social media can result in sharing information about you. Such public information will become available to third parties. BOOMHITS is not responsible for your action regarding any of your personal data, or for the actions of any third parties to whom you transmit or share your data.
3961	1	We collect and process the following data from you: ; Information that you provide by filling in forms on our services (like: first name, last name, your email address, your username, your photo). This includes information provided at the time of registering to use our services, subscribing to our service, posting material or requesting further services. We may also ask you for information, and when you report a problem with our services. ; If you contact us, we may keep a record of that correspondence. ; Details of transactions you carry out through our site and of the fulfillment of your orders. ; Details of your visits to our services including, but not limited to, traffic data, location data, weblogs and other communication data, whether this is required for our own billing purposes or otherwise and the resources that you access. ; Your unique ID (ID of user logged in to Google Play, Game Center, etc). ; Unique device ID (if you are not logged in to any of the above services). ; IP address. ; Information concerning usage of our services (how and when you use the services, your language). ; Location related info (Country, time zone etc). ; Device model & device properties (GPU, resolution, operating system, etc). ; All game-related info (Save, highscores, progress, progress history, items etc). ; Session numbers with timestamp; session detailed process (e.g. user entered this level, user lost this level, user entered this screen etc). ; Purchases with timestamp; what player purchased, when, purchases count etc. ; Information related to usage of social media, if you connected your social media account to our services ; Only part of the above mentioned data qualifies as the personal data. Some of the data we collect do not allow us to identify you, and a collection of such data is not intended for identification of an user. ; We may collect and process additional data, for example, if you contact our support.
3962	1	Things you do and information you provide.
3963	1	Consumption information: We collect information about your consumption habits relating to your use of the App, including which purchases you make with both virtual and real currencies and the reception of virtual goods in-game.
3964	4	Ferro Entertainment accepts advertisements from third parties ad networks. These advertisements may be displayed in our apps. We select ad networks attentively to maintain compliance with applicable privacy laws, and we confirm with each of these ad networks that they are compliant with the US Children’s Online Privacy Protection Act of 1998 (COPPA) and/or laws and regulations.
3965	1	2.1 We may collect and process the following information about you: ; 2.1.1 information that you provide when registering for our Services; ; 2.1.2 information that you publish on your user profile or which you post on in-game message boards. Please note that information that you voluntarily make public in your user profile, or which you disclose by posting comments will be publicly available and viewable by others. We do not hold any liability for any information that you voluntarily choose to be public through such and/or other explicit actions; ; 2.1.3 information that you authorise a third party (e.g. a social network such as Facebook) to share with us, such as your email address or other information that may identify you; ; 2.1.4 correspondence, or a record of it, if you should contact us; ; 2.1.5 surveys that you complete; ; 2.1.6 statistical data about your browsing actions and patterns, which does not identify you. This means information about your computer and your use of our Services, including (where available) your IP address, unique mobile device identifier (UDID), International Mobile Equipment ID (IMEI), Android ID, device MAC address, social platform ID, advertising ID for Android platform, ID for advertisers (IDFA) and ID for vendors (IDFV) for iOS platform, OPEN UDID, ODIN, browser information, operating system, timestamps, the pages that you request, applications downloaded, traffic data, location data, weblogs and other communication data, and the resources that you access.
3966	1	For a better experience, while using our Service, I may require you to provide us with certain personally identifiable information. The information that I request is retained on your device and is not collected by me in any way
3967	3	Our site and Services may use cookies and tracking technology which are useful for gathering information such as browser type and operating system, tracking the number of visitors to the site, and understanding how visitors use the Services. Personal information cannot be collected via cookies and other tracking technology, however, if you previously provided personally identifiable information, cookies may be tied to such information. Third parties such as our advertisers may also use cookies to serve ads to you based on your visit to our site and other sites on the internet.
3968	0	This privacy policy governs your use of the DVloper (DVapps AB) games for mobile devices.
3969	9	We may transfer your personal information across national borders to other countries in compliance with applicable laws.
3970	0	This policy applies to users of Uber's services anywhere in the world, including users of Uber's apps, websites, features or other services.
3971	0	This Privacy Policy forms part of our Terms of Use, which are available at https://languagedrops.com/privacypolicy.html .
3972	1	c. Information you provide. We may collect your information when you communicate with us or you give us.
3973	4	We share information with third parties that help us operate, provide, improve, integrate, customize, support, and market our Service. We may share some sets of personal data, in particular, for purposes indicated in Section 2 of this Privacy Policy. The types of third parties we share information with include, in particular: ; Service providers
3974	4	4.5. If you participate in public tournaments we may have the obligation to disclose your personal information to tax authorities. We also may publish your data as part of the tournament score tables on our and third parties web sites.
3975	2	Where we rely on contract, we will ask that you agree to the processing of personal data that is necessary for entering into or performance of your contract with us. We provide a voluntary service; you can choose whether or not you want to use the Services. However, if you want to use the Services, you need to agree to our Terms of Use, which set out the contract between the Company and you. As we operate in countries worldwide (including the US) and use technical infrastructure in the US to deliver the Services to you, in accordance with the contract between us, we may need to transfer your Information to the US and to other jurisdictions as necessary to provide the Services.
3976	7	"Data exchanged between Xiaomi devices and servers are encrypted using Secure Sockets Layer (""SSL"")."
3977	10	"COPPA: HOMER Learning adheres to the Children's Online Privacy Protection Act (“COPPA”). COPPA is a law in the United States that regulates the way in which online Websites may collect and use information from children. We do not collect or use information in a manner that is inconsistent with the COPPA. In fact, as stated fully below, no personal information is required from you to visit our Sites. For more information on the COPPA please visit Children's Online Privacy Protection Rule (""COPPA"") or consult this simple one-page informational guide from the kidSAFE Seal Program. "
3978	9	MuseScore is a worldwide service. By using MuseScore, you authorize us to transfer and store your information outside your home country, including in the United States, for the purposes described in this policy. The privacy protections and the rights of authorities to access your information in these countries may not be the same as in your home country.
3979	1	Device information. ; We collect information from or about the computers, phones, or other devices where you install or access our Games and products, depending on the permissions you’ve granted. We may associate the information we collect from your different devices, which helps us provide consistent Games and products across your devices. Here are some examples of the device information we collect: ; Attributes such as the operating system, hardware version, device settings, file and software names and types, battery and signal strength, and device identifiers. ; Device locations, including specific geographic locations, such as through GPS, Bluetooth, or WiFi signals. ; Connection information such as the name of your mobile operator or ISP, browser type, language and time zone, mobile phone number and IP address.
3980	1	When registering for Todoist we ask for information such as your name and email address. For Todoist Premium we also store your PayPal email and mobile phone number. Your information is only used internally and won't be shared with others.
3981	1	Information we collect from other sources
3982	2	e. The processing is necessary to fulfill Uber's legal obligations ; Uber is subject to legal requirements in the jurisdictions in which it operates that require us to collect, process, disclose and retain your personal data. For example, Uber is subject to laws and regulations in many cities and countries that require it to collect and retain information about your trips, to retain such information for extended periods of time, and to provide copies of such information to governmental or other authorities. Uber uses your information to comply with such laws to the extent they apply to your use of the Uber apps.
3983	1	We also collect data for: ; Advertising
3984	1	Any log-in features, including Usernames or passwords that are generated in the process of account registration must be protected by registering user. You are specifically advised not to share this information with others, and registering User shall be responsible for all activity associated with their account.
3985	4	Mobirate may engage other companies and individuals to perform services on our behalf.  Examples of these services include analyzing data and providing customer support.  These agents and service providers may have access to your personal information in connection with the performance of services for Mobirate.
3986	0	These definitions should help you better to understand this privacy policy.
3987	6	(3) Right to rectification (right to the rectification of inaccurate personal data concerning You) in accordance with Section 10 Privacy Policy;
3988	1	We collect details of your use of our Services and the resources that you access. Such usage information include information about how and when you access or use our Services (such as games accessed, pages visited, purchase and use of virtual game items, the details of your purchases, and your game play).
3989	1	We may collect and record information through the SN Service in accordance with the policies and terms of that SN Service. The information we collect when you connect your user account to an SN Service may include: (1) your name, (2) your SN Service user identification number and/or user name, (3) locale, city, state and country, (4) sex, (5) birth date, (6) email address, (7) profile picture or its URL, and (8) the SN Service user identification numbers for your friends that are also connected to Crazy Maple Studio’ game(s).
3990	6	If you would like to delete your account, you can do this on the deactivation page. Deleting your account removes all messages, media, contacts and every other piece of data you store in the Telegram cloud. This action must be confirmed via your Telegram account and cannot be undone.
3991	4	to advertisers and third party advertising networks and analytics companies as described in the section below
3992	11	We reserve the right to make changes to our Privacy Policy, if necessary, in particular for legal reasons or in connection with changes in the Services provided. In the event of such a circumstance, you will be informed and we will publish the current Policy text with the date of change on our website.
3993	1	Authorization and/or Account Information. When you sign up for an account, we require certain information such as your email address or Facebook ID or Google ID - depending on the App settings.
3994	11	Last Updated: 5/30/19
3995	4	In the event the Company goes through a business transition such as a merger or acquisition by another company, consolidation, change of control, reorganization, or sale of all or a portion of its assets, your information will be among the assets transferred.
3996	2	Ensure Compliance, by recording Consents and Opt-out Requests related to the information automatically collected or voluntarily given, as required under GDPR and other data protection laws. Assist law enforcement, and other agencies by reporting illegal activity if brought to our attention, and we believe in our discretion such action is warranted.
3997	7	9.1 Where we have given you (or where you have chosen) a password which enables you to access certain parts of the Service, you are responsible for keeping this password confidential and you are responsible for any misuse of such information. You must change your password on a regular basis and must not share your password with anyone.
3998	2	While you are browsing our Sites, your computer’s operating system, Internet Protocol (IP) address, access times, browser type and language and referring Web site addresses may be logged automatically. We may use this information to monitor, develop and analyze your use of the Service.
3999	4	We have no control over and assume no responsibility for the content, privacy policies or practices of any third party sites or services.
4000	3	Like most online services, we and our partners use cookies and similar technologies to provide and personalize the Service, analyze use, target advertisements and prevent fraud. You can disable cookies in your browser settings, but some parts of the Service may then not function properly.
4001	1	Websites may require your information when you are browsing. For example when you visit online map or search engine, it may requests your location information. When you are trying to upload attachment to your mailbox, it may request to read your files. Your phone may pop-up as UC Browser requests your permission, but the information was NEVER received by UCWeb but sent to the website you visited directly.
4002	1	We collect the following types of information about you:
4003	9	Tubi is an online video service based in the U.S., and our offices are headquartered in the United States. Your PII may be transferred to, and maintained on, computers located outside of your state, province, country or other governmental jurisdiction where the privacy laws may not be as protective as those in your jurisdiction. If you’re located outside the United States and choose to provide your PII to us, we may transfer your PII to the United States and process it there.
4004	1	When you register to use an Adobe app or website, create an Adobe ID, or contact us for support or other offerings, Adobe collects information that identifies you. This includes: ; Name; ; Date of birth; ; Company name; ; Email address; ; Telephone number; ; Address; ; Country; ; IP address; ; Payment/billing information (where an app or website is 'paid for'); ; Eligibility information (e.g., for student and teacher editions of apps); ; Types of apps and websites of interest; and ; Content of customer support communications.
4005	7	The security of your information and your babies is important to us. When you enter sensitive information (such as a credit card number) on our order forms, we encrypt the transmission of that information using secure socket layer technology (SSL).
4006	4	We show advertisements in our Game with the help of third-party advertising partners. We integrate their technologies into our Game, which are then used by our partners to select the advertisements that meet your interests in the best way. If you do not want to receive targeted advertisements, please, adjust settings of your device.
4007	2	We also use your information for communication, such as to respond to Customer Support inquiries, keep you informed of your in-game activity through the Applications and let you know about in-game status and promotions. While we do not retain personal information for longer than is necessary for either our purpose or to comply with legal requirements or recommendations, the length of time we retain your information generally depends on why we collected it and how we use it.
4008	4	Some of the Services may be characterized by interaction with our Trusted Partners. Therefore, we may share some of your personal information with our Trusted Partner, which will be protected based on their privacy policies. Due to the optionality of such access, it will be preceded by your explicit consent, which you can always withdraw.
4009	2	On other occasions, we process your personal data where required by law. We may also process your personal data if necessary to protect your interests or the interests of a third party.
4010	4	We do not share your personal information to any third party for marketing purposes. However, we may share information with governmental agencies or other companies assisting us in fraud prevention or investigation. We may do so when: (1) permitted or required by law; or, (2) trying to protect against or prevent actual or potential fraud or unauthorized transactions; or, (3) investigating fraud which has already taken place.
4011	6	We will respond to your above requests without undue delay. Trip.com reserves the right to take reasonable steps to verify customer identity before taking further action on your request.
4012	2	We gather information, obtained in the course of Your use of Our Services, only for the purposes, specified by the present Privacy Policy.
4013	4	When entering into an outsourcing agreement with an Outsourced Processor, the Company makes sure that the following provisions are included in the agreement: prohibition on processing personal information for purposes outside the initial scope of processing tasks that were outsourced, technical and managerial safeguards, restrictions on subcontracting by the Outsourced Processor, matters relating to the supervision of the Outsourced Processor, and liability for damages that may arise out of a violation of the Outsourced Processor’s obligations. The Company also supervises the Outsourced Processor to ensure that it securely processes the personal data.
4014	2	In order to analyze various aspects of Game functioning, we need to collect and process certain information with regard to your interaction with the Game. Such information includes your location data, information about your device and advertising data. It may also comprise information about errors of the Game functioning. For this purpose we use technologies and solutions provided by third parties – our analytical partners. We integrate such technologies into the Game and our partners process the data on our behalf to provide us with analytics. Processing data for analytical purposes is based on a legitimate interest of the Licensor – analyzing data about the Game for commercial purposes. Analytics helps us to provide better services to users, update and develop our Game. For example, we may use such information in order to fix Game errors, evaluate demographic composition of our users, determine what features to add to the Game or whether we need to translate the Game into another language.
4015	1	Websites and apps that use our services – Musixmatch can also collect data during the user’s visit to a website powered by any other company on behalf of Musixmatch, through automatic tools for data collection such as Web beacon, cookies and embedded web links. Those tools collect standard data on the web traffic the browser sends to the Musixmatch website, the browser’s type and language, time of access and internet address from which the Musixmatch website was accessed. They can also collect data on the IP address, unique identification of the device used, clickstream behaviour (that is pages visited, links opened and other activities of the user on “powered by” websites) and products. Musixmatch can also use some of those automatic tools for data collection through e-mails and communications from Musixmatch, collecting data when the user opens a message or clicks on a link in the message. For more information, please read our Cookie policy.
